"sum","time","diff"
"5223","1750265694602","1"
"5223","1750265695602","-1"
"5233","1750265695602","1"
"5233","1750265696602","-1"
"5243","1750265696602","1"
"5243","1750265697602","-1"
"5253","1750265697602","1"
"5253","1750265698602","-1"
"5263","1750265698602","1"
"5263","1750265699602","-1"
"5273","1750265699602","1"
"5273","1750265700602","-1"
"5283","1750265700602","1"
"5283","1750265701602","-1"
"5292","1750265701602","1"
"5292","1750265702602","-1"
"5302","1750265702602","1"
"5302","1750265703602","-1"
"5312","1750265703602","1"
"5312","1750265704602","-1"
"5322","1750265704602","1"
"5322","1750265705602","-1"
"5332","1750265705602","1"
"5332","1750265706602","-1"
"5342","1750265706602","1"
"5342","1750265707602","-1"
"5352","1750265707602","1"
"5352","1750265708602","-1"
"5362","1750265708602","1"
"5362","1750265709602","-1"
"5372","1750265709602","1"
"5372","1750265710602","-1"
"5382","1750265710602","1"
"5382","1750265711602","-1"
"5392","1750265711602","1"
"5392","1750265712602","-1"
"5402","1750265712602","1"
"5402","1750265713602","-1"
"5412","1750265713602","1"
"5412","1750265714602","-1"
"5422","1750265714602","1"
"5422","1750265715602","-1"
"5432","1750265715602","1"
"5432","1750265716602","-1"
"5442","1750265716602","1"
"5442","1750265717602","-1"
"5452","1750265717602","1"
"5452","1750265718602","-1"
"5462","1750265718602","1"
"5462","1750265719602","-1"
"5472","1750265719602","1"
"5472","1750265720602","-1"
"5482","1750265720602","1"
"5482","1750265721602","-1"
"5492","1750265721602","1"
"5492","1750265722602","-1"
"5501","1750265722602","1"
"5501","1750265723602","-1"
"5511","1750265723602","1"
"5511","1750265724602","-1"
"5521","1750265724602","1"
"5521","1750265725602","-1"
"5531","1750265725602","1"
"5531","1750265726602","-1"
"5541","1750265726602","1"
"5541","1750265727602","-1"
"5551","1750265727602","1"
"5551","1750265728602","-1"
"5561","1750265728602","1"
"5561","1750265729602","-1"
"5571","1750265729602","1"
"5571","1750265730602","-1"
"5581","1750265730602","1"
"5581","1750265731602","-1"
"5591","1750265731602","1"
"5591","1750265732602","-1"
"5601","1750265732602","1"
"5601","1750265733602","-1"
"5611","1750265733602","1"
"5611","1750265734602","-1"
"5621","1750265734602","1"
"5621","1750265735602","-1"
"5631","1750265735602","1"
"5631","1750265736602","-1"
"5641","1750265736602","1"
"5641","1750265737602","-1"
"5651","1750265737602","1"
"5651","1750265738602","-1"
"5661","1750265738602","1"
"5661","1750265739602","-1"
"5670","1750265739602","1"
"5670","1750265740602","-1"
"5680","1750265740602","1"
"5680","1750265741602","-1"
"5690","1750265741602","1"
"5690","1750265742602","-1"
"5700","1750265742602","1"
"5700","1750265743602","-1"
"5710","1750265743602","1"
"5710","1750265744602","-1"
"5720","1750265744602","1"
"5720","1750265745602","-1"
"5730","1750265745602","1"
"5730","1750265746602","-1"
"5740","1750265746602","1"
"5740","1750265747602","-1"
"5750","1750265747602","1"
"5750","1750265748602","-1"
"5760","1750265748602","1"
"5760","1750265749602","-1"
"5770","1750265749602","1"
"5770","1750265750602","-1"
"5780","1750265750602","1"
"5780","1750265751602","-1"
"5790","1750265751602","1"
"5790","1750265752602","-1"
"5800","1750265752602","1"
"5800","1750265753602","-1"
"5810","1750265753602","1"
"5810","1750265754602","-1"
"5820","1750265754602","1"
"5820","1750265755602","-1"
"5829","1750265755602","1"
"5829","1750265756602","-1"
"5839","1750265756602","1"
"5839","1750265757602","-1"
"5849","1750265757602","1"
"5849","1750265758602","-1"
"5859","1750265758602","1"
"5859","1750265759602","-1"
"5869","1750265759602","1"
"5869","1750265760602","-1"
"5879","1750265760602","1"
"5879","1750265761602","-1"
"5889","1750265761602","1"
"5889","1750265762602","-1"
"5899","1750265762602","1"
"5899","1750265763602","-1"
"5909","1750265763602","1"
"5909","1750265764602","-1"
"5919","1750265764602","1"
"5919","1750265765602","-1"
"5929","1750265765602","1"
"5929","1750265766602","-1"
"5939","1750265766602","1"
"5939","1750265767602","-1"
"5949","1750265767602","1"
"5949","1750265768602","-1"
"5959","1750265768602","1"
"5959","1750265769602","-1"
"5969","1750265769602","1"
"5969","1750265770602","-1"
"5979","1750265770602","1"
"5979","1750265771602","-1"
"5989","1750265771602","1"
"5989","1750265772602","-1"
"5999","1750265772602","1"
"5999","1750265773602","-1"
"6009","1750265773602","1"
"6009","1750265774602","-1"
"6019","1750265774602","1"
"6019","1750265775602","-1"
"6028","1750265775602","1"
"6028","1750265776602","-1"
"6038","1750265776602","1"
"6038","1750265777602","-1"
"6048","1750265777602","1"
"6048","1750265778602","-1"
"6058","1750265778602","1"
"6058","1750265779602","-1"
"6068","1750265779602","1"
"6068","1750265780602","-1"
"6078","1750265780602","1"
"6078","1750265781602","-1"
"6088","1750265781602","1"
"6088","1750265782602","-1"
"6098","1750265782602","1"
"6098","1750265783602","-1"
"6108","1750265783602","1"
"6108","1750265784602","-1"
"6118","1750265784602","1"
"6118","1750265785602","-1"
"6128","1750265785602","1"
"6128","1750265786602","-1"
"6138","1750265786602","1"
"6138","1750265787602","-1"
"6148","1750265787602","1"
"6148","1750265788602","-1"
"6158","1750265788602","1"
"6158","1750265789602","-1"
"6168","1750265789602","1"
"6168","1750265790602","-1"
"6178","1750265790602","1"
"6178","1750265791602","-1"
"6188","1750265791602","1"
"6188","1750265792602","-1"
"6198","1750265792602","1"
"6198","1750265793602","-1"
"6207","1750265793602","1"
"6207","1750265794602","-1"
"6217","1750265794602","1"
"6217","1750265795602","-1"
"6227","1750265795602","1"
"6227","1750265796602","-1"
"6237","1750265796602","1"
"6237","1750265797602","-1"
"6247","1750265797602","1"
"6247","1750265798602","-1"
"6257","1750265798602","1"
"6257","1750265799602","-1"
"6267","1750265799602","1"
"6267","1750265800602","-1"
"6277","1750265800602","1"
"6277","1750265801602","-1"
"6287","1750265801602","1"
"6287","1750265802602","-1"
"6297","1750265802602","1"
"6297","1750265803602","-1"
"6307","1750265803602","1"
"6307","1750265804602","-1"
"6317","1750265804602","1"
"6317","1750265805602","-1"
"6327","1750265805602","1"
"6327","1750265806602","-1"
"6337","1750265806602","1"
"6337","1750265807602","-1"
"6347","1750265807602","1"
"6347","1750265808602","-1"
"6357","1750265808602","1"
"6357","1750265809602","-1"
"6366","1750265809602","1"
"6366","1750265810602","-1"
"6376","1750265810602","1"
"6376","1750265811602","-1"
"6386","1750265811602","1"
"6386","1750265812602","-1"
"6396","1750265812602","1"
"6396","1750265813602","-1"
"6406","1750265813602","1"
"6406","1750265814602","-1"
"6416","1750265814602","1"
"6416","1750265815602","-1"
"6426","1750265815602","1"
"6426","1750265816602","-1"
"6436","1750265816602","1"
"6436","1750265817602","-1"
"6446","1750265817602","1"
"6446","1750265818602","-1"
"6456","1750265818602","1"
"6456","1750265819602","-1"
"6466","1750265819602","1"
"6466","1750265820602","-1"
"6476","1750265820602","1"
"6476","1750265821602","-1"
"6486","1750265821602","1"
"6486","1750265822602","-1"
"6496","1750265822602","1"
"6496","1750265823602","-1"
"6506","1750265823602","1"
"6506","1750265824602","-1"
"6516","1750265824602","1"
"6516","1750265825602","-1"
"6526","1750265825602","1"
"6526","1750265826602","-1"
"6536","1750265826602","1"
"6536","1750265827602","-1"
"6546","1750265827602","1"
"6546","1750265828602","-1"
"6555","1750265828602","1"
"6555","1750265829602","-1"
"6565","1750265829602","1"
"6565","1750265830602","-1"
"6575","1750265830602","1"
"6575","1750265831602","-1"
"6585","1750265831602","1"
"6585","1750265832602","-1"
"6595","1750265832602","1"
"6595","1750265833602","-1"
"6605","1750265833602","1"
"6605","1750265834602","-1"
"6615","1750265834602","1"
"6615","1750265835602","-1"
"6625","1750265835602","1"
"6625","1750265836602","-1"
"6635","1750265836602","1"
"6635","1750265837602","-1"
"6645","1750265837602","1"
"6645","1750265838602","-1"
"6655","1750265838602","1"
"6655","1750265839602","-1"
"6665","1750265839602","1"
"6665","1750265840602","-1"
"6675","1750265840602","1"
"6675","1750265841602","-1"
"6685","1750265841602","1"
"6685","1750265842602","-1"
"6695","1750265842602","1"
"6695","1750265843602","-1"
"6705","1750265843602","1"
"6705","1750265844602","-1"
"6715","1750265844602","1"
"6715","1750265845602","-1"
"6724","1750265845602","1"
"6724","1750265846602","-1"
"6734","1750265846602","1"
"6734","1750265847602","-1"
"6744","1750265847602","1"
"6744","1750265848602","-1"
"6754","1750265848602","1"
"6754","1750265849602","-1"
"6764","1750265849602","1"
"6764","1750265850602","-1"
"6774","1750265850602","1"
"6774","1750265851602","-1"
"6784","1750265851602","1"
"6784","1750265852602","-1"
"6794","1750265852602","1"
"6794","1750265853602","-1"
"6804","1750265853602","1"
"6804","1750265854602","-1"
"6814","1750265854602","1"
"6814","1750265855602","-1"
"6824","1750265855602","1"
"6824","1750265856602","-1"
"6834","1750265856602","1"
"6834","1750265857602","-1"
"6844","1750265857602","1"
"6844","1750265858602","-1"
"6854","1750265858602","1"
"6854","1750265859602","-1"
"6864","1750265859602","1"
"6864","1750265860602","-1"
"6874","1750265860602","1"
"6874","1750265861602","-1"
"6884","1750265861602","1"
"6884","1750265862602","-1"
"6893","1750265862602","1"
"6893","1750265863602","-1"
"6903","1750265863602","1"
"6903","1750265864602","-1"
"6913","1750265864602","1"
"6913","1750265865602","-1"
"6923","1750265865602","1"
"6923","1750265866602","-1"
"6933","1750265866602","1"
"6933","1750265867602","-1"
"6943","1750265867602","1"
"6943","1750265868602","-1"
"6953","1750265868602","1"
"6953","1750265869602","-1"
"6963","1750265869602","1"
"6963","1750265870602","-1"
"6973","1750265870602","1"
"6973","1750265871602","-1"
"6983","1750265871602","1"
"6983","1750265872602","-1"
"6993","1750265872602","1"
"6993","1750265873602","-1"
"7003","1750265873602","1"
"7003","1750265874602","-1"
"7013","1750265874602","1"
"7013","1750265875602","-1"
"7023","1750265875602","1"
"7023","1750265876602","-1"
"7033","1750265876602","1"
"7033","1750265877602","-1"
"7043","1750265877602","1"
"7043","1750265878602","-1"
"7053","1750265878602","1"
"7053","1750265879602","-1"
"7062","1750265879602","1"
"7062","1750265880602","-1"
"7072","1750265880602","1"
"7072","1750265881602","-1"
"7082","1750265881602","1"
"7082","1750265882602","-1"
"7092","1750265882602","1"
"7092","1750265883602","-1"
"7102","1750265883602","1"
"7102","1750265884602","-1"
"7112","1750265884602","1"
"7112","1750265885602","-1"
"7122","1750265885602","1"
"7122","1750265886602","-1"
"7132","1750265886602","1"
"7132","1750265887602","-1"
"7142","1750265887602","1"
"7142","1750265888602","-1"
"7152","1750265888602","1"
"7152","1750265889602","-1"
"7162","1750265889602","1"
"7162","1750265890602","-1"
"7172","1750265890602","1"
"7172","1750265891602","-1"
"7182","1750265891602","1"
"7182","1750265892602","-1"
"7192","1750265892602","1"
"7192","1750265893602","-1"
"7202","1750265893602","1"
"7202","1750265894602","-1"
"7212","1750265894602","1"
"7212","1750265895602","-1"
"7222","1750265895602","1"
"7222","1750265896602","-1"
"7231","1750265896602","1"
"7231","1750265897602","-1"
"7241","1750265897602","1"
"7241","1750265898602","-1"
"7251","1750265898602","1"
"7251","1750265899602","-1"
"7261","1750265899602","1"
"7261","1750265900602","-1"
"7271","1750265900602","1"
"7271","1750265901602","-1"
"7281","1750265901602","1"
"7281","1750265902602","-1"
"7291","1750265902602","1"
"7291","1750265903602","-1"
"7301","1750265903602","1"
"7301","1750265904602","-1"
"7311","1750265904602","1"
"7311","1750265905602","-1"
"7321","1750265905602","1"
"7321","1750265906602","-1"
"7331","1750265906602","1"
"7331","1750265907602","-1"
"7341","1750265907602","1"
"7341","1750265908602","-1"
"7351","1750265908602","1"
"7351","1750265909602","-1"
"7361","1750265909602","1"
"7361","1750265910602","-1"
"7371","1750265910602","1"
"7371","1750265911602","-1"
"7381","1750265911602","1"
"7381","1750265912602","-1"
"7391","1750265912602","1"
"7391","1750265913602","-1"
"7401","1750265913602","1"
"7401","1750265914602","-1"
"7410","1750265914602","1"
"7410","1750265915602","-1"
"7420","1750265915602","1"
"7420","1750265916602","-1"
"7430","1750265916602","1"
"7430","1750265917602","-1"
"7440","1750265917602","1"
"7440","1750265918602","-1"
"7450","1750265918602","1"
"7450","1750265919602","-1"
"7460","1750265919602","1"
"7460","1750265920602","-1"
"7470","1750265920602","1"
"7470","1750265921602","-1"
"7480","1750265921602","1"
"7480","1750265922602","-1"
"7490","1750265922602","1"
"7490","1750265923602","-1"
"7500","1750265923602","1"
"7500","1750265924602","-1"
"7510","1750265924602","1"
"7510","1750265925602","-1"
"7520","1750265925602","1"
"7520","1750265926602","-1"
"7530","1750265926602","1"
"7530","1750265927602","-1"
"7540","1750265927602","1"
"7540","1750265928602","-1"
"7550","1750265928602","1"
"7550","1750265929602","-1"
"7560","1750265929602","1"
"7560","1750265930602","-1"
"7570","1750265930602","1"
"7570","1750265931602","-1"
"7580","1750265931602","1"
"7580","1750265932602","-1"
"7590","1750265932602","1"
"7590","1750265933602","-1"
"7600","1750265933602","1"
"7600","1750265934602","-1"
"7610","1750265934602","1"
"7610","1750265935602","-1"
"7619","1750265935602","1"
"7619","1750265936602","-1"
"7629","1750265936602","1"
"7629","1750265937602","-1"
"7639","1750265937602","1"
"7639","1750265938602","-1"
"7649","1750265938602","1"
"7649","1750265939602","-1"
"7659","1750265939602","1"
"7659","1750265940602","-1"
"7669","1750265940602","1"
"7669","1750265941602","-1"
"7679","1750265941602","1"
"7679","1750265942602","-1"
"7689","1750265942602","1"
"7689","1750265943602","-1"
"7699","1750265943602","1"
"7699","1750265944602","-1"
"7709","1750265944602","1"
"7709","1750265945602","-1"
"7719","1750265945602","1"
"7719","1750265946602","-1"
"7729","1750265946602","1"
"7729","1750265947602","-1"
"7739","1750265947602","1"
"7739","1750265948602","-1"
"7749","1750265948602","1"
"7749","1750265949602","-1"
"7759","1750265949602","1"
"7759","1750265950602","-1"
"7769","1750265950602","1"
"7769","1750265951602","-1"
"7779","1750265951602","1"
"7779","1750265952602","-1"
"7789","1750265952602","1"
"7789","1750265953602","-1"
"7799","1750265953602","1"
"7799","1750265954602","-1"
"7809","1750265954602","1"
"7809","1750265955602","-1"
"7819","1750265955602","1"
"7819","1750265956602","-1"
"7829","1750265956602","1"
"7829","1750265957602","-1"
"7839","1750265957602","1"
"7839","1750265958602","-1"
"7848","1750265958602","1"
"7848","1750265959602","-1"
"7858","1750265959602","1"
"7858","1750265960602","-1"
"7868","1750265960602","1"
"7868","1750265961602","-1"
"7878","1750265961602","1"
"7878","1750265962602","-1"
"7888","1750265962602","1"
"7888","1750265963602","-1"
"7898","1750265963602","1"
"7898","1750265964602","-1"
"7908","1750265964602","1"
"7908","1750265965602","-1"
"7918","1750265965602","1"
"7918","1750265966602","-1"
"7928","1750265966602","1"
"7928","1750265967602","-1"
"7938","1750265967602","1"
"7938","1750265968602","-1"
"7948","1750265968602","1"
"7948","1750265969602","-1"
"7958","1750265969602","1"
"7958","1750265970602","-1"
"7968","1750265970602","1"
"7968","1750265971602","-1"
"7978","1750265971602","1"
"7978","1750265972602","-1"
"7988","1750265972602","1"
"7988","1750265973602","-1"
"7998","1750265973602","1"
"7998","1750265974602","-1"
"8008","1750265974602","1"
"8008","1750265975602","-1"
"8018","1750265975602","1"
"8018","1750265976602","-1"
"8028","1750265976602","1"
"8028","1750265977602","-1"
"8037","1750265977602","1"
"8037","1750265978602","-1"
"8047","1750265978602","1"
"8047","1750265979602","-1"
"8057","1750265979602","1"
"8057","1750265980602","-1"
"8067","1750265980602","1"
"8067","1750265981602","-1"
"8077","1750265981602","1"
"8077","1750265982602","-1"
"8087","1750265982602","1"
"8087","1750265983602","-1"
"8097","1750265983602","1"
"8097","1750265984602","-1"
"8107","1750265984602","1"
"8107","1750265985602","-1"
"8117","1750265985602","1"
"8117","1750265986602","-1"
"8127","1750265986602","1"
"8127","1750265987602","-1"
"8137","1750265987602","1"
"8137","1750265988602","-1"
"8147","1750265988602","1"
"8147","1750265989602","-1"
"8157","1750265989602","1"
"8157","1750265990602","-1"
"8167","1750265990602","1"
"8167","1750265991602","-1"
"8177","1750265991602","1"
"8177","1750265992602","-1"
"8187","1750265992602","1"
"8187","1750265993602","-1"
"8197","1750265993602","1"
"8197","1750265994602","-1"
"8207","1750265994602","1"
"8207","1750265995602","-1"
"8217","1750265995602","1"
"8217","1750265996602","-1"
"8227","1750265996602","1"
"8227","1750265997602","-1"
"8237","1750265997602","1"
"8237","1750265998602","-1"
"8246","1750265998602","1"
"8246","1750265999602","-1"
"8256","1750265999602","1"
"8256","1750266000602","-1"
"8266","1750266000602","1"
"8266","1750266001602","-1"
"8276","1750266001602","1"
"8276","1750266002602","-1"
"8286","1750266002602","1"
"8286","1750266003602","-1"
"8296","1750266003602","1"
"8296","1750266004602","-1"
"8306","1750266004602","1"
"8306","1750266005602","-1"
"8316","1750266005602","1"
"8316","1750266006602","-1"
"8326","1750266006602","1"
"8326","1750266007602","-1"
"8336","1750266007602","1"
"8336","1750266008602","-1"
"8346","1750266008602","1"
"8346","1750266009602","-1"
"8356","1750266009602","1"
"8356","1750266010602","-1"
"8366","1750266010602","1"
"8366","1750266011602","-1"
"8376","1750266011602","1"
"8376","1750266012602","-1"
"8386","1750266012602","1"
"8386","1750266013602","-1"
"8396","1750266013602","1"
"8396","1750266014602","-1"
"8406","1750266014602","1"
"8406","1750266015602","-1"
"8416","1750266015602","1"
"8416","1750266016602","-1"
"8426","1750266016602","1"
"8426","1750266017602","-1"
"8436","1750266017602","1"
"8436","1750266018602","-1"
"8446","1750266018602","1"
"8446","1750266019602","-1"
"8456","1750266019602","1"
"8456","1750266020602","-1"
"8465","1750266020602","1"
"8465","1750266021602","-1"
"8475","1750266021602","1"
"8475","1750266022604","-1"
"8485","1750266022604","1"
"8485","1750266023602","-1"
"8495","1750266023602","1"
"8495","1750266024602","-1"
"8505","1750266024602","1"
"8505","1750266025602","-1"
"8515","1750266025602","1"
"8515","1750266026602","-1"
"8525","1750266026602","1"
"8525","1750266027602","-1"
"8535","1750266027602","1"
"8535","1750266028602","-1"
"8545","1750266028602","1"
"8545","1750266029602","-1"
"8555","1750266029602","1"
"8555","1750266030602","-1"
"8565","1750266030602","1"
"8565","1750266031602","-1"
"8575","1750266031602","1"
"8575","1750266032602","-1"
"8585","1750266032602","1"
"8585","1750266033602","-1"
"8595","1750266033602","1"
"8595","1750266034602","-1"
"8605","1750266034602","1"
"8605","1750266035602","-1"
"8615","1750266035602","1"
"8615","1750266036602","-1"
"8625","1750266036602","1"
"8625","1750266037602","-1"
"8635","1750266037602","1"
"8635","1750266038602","-1"
"8645","1750266038602","1"
"8645","1750266039602","-1"
"8655","1750266039602","1"
"8655","1750266040602","-1"
"8665","1750266040602","1"
"8665","1750266041602","-1"
"8675","1750266041602","1"
"8675","1750266042602","-1"
"8684","1750266042602","1"
"8684","1750266043602","-1"
"8694","1750266043602","1"
"8694","1750266044602","-1"
"8704","1750266044602","1"
"8704","1750266045602","-1"
"8714","1750266045602","1"
"8714","1750266046602","-1"
"8724","1750266046602","1"
"8724","1750266047602","-1"
"8734","1750266047602","1"
"8734","1750266048602","-1"
"8744","1750266048602","1"
"8744","1750266049602","-1"
"8754","1750266049602","1"
"8754","1750266050602","-1"
"8764","1750266050602","1"
"8764","1750266051602","-1"
"8774","1750266051602","1"
"8774","1750266052602","-1"
"8784","1750266052602","1"
"8784","1750266053602","-1"
"8794","1750266053602","1"
"8794","1750266054602","-1"
"8804","1750266054602","1"
"8804","1750266055602","-1"
"8814","1750266055602","1"
"8814","1750266056602","-1"
"8824","1750266056602","1"
"8824","1750266057602","-1"
"8834","1750266057602","1"
"8834","1750266058602","-1"
"8844","1750266058602","1"
"8844","1750266059602","-1"
"8854","1750266059602","1"
"8854","1750266060602","-1"
"8864","1750266060602","1"
"8864","1750266061602","-1"
"8873","1750266061602","1"
"8873","1750266062602","-1"
"8883","1750266062602","1"
"8883","1750266063602","-1"
"8893","1750266063602","1"
"8893","1750266064602","-1"
"8903","1750266064602","1"
"8903","1750266065602","-1"
"8913","1750266065602","1"
"8913","1750266066602","-1"
"8923","1750266066602","1"
"8923","1750266067602","-1"
"8933","1750266067602","1"
"8933","1750266068602","-1"
"8943","1750266068602","1"
"8943","1750266069602","-1"
"8953","1750266069602","1"
"8953","1750266070602","-1"
"8963","1750266070602","1"
"8963","1750266071602","-1"
"8973","1750266071602","1"
"8973","1750266072602","-1"
"8983","1750266072602","1"
"8983","1750266073602","-1"
"8993","1750266073602","1"
"8993","1750266074602","-1"
"9003","1750266074602","1"
"9003","1750266075602","-1"
"9013","1750266075602","1"
"9013","1750266076602","-1"
"9023","1750266076602","1"
"9023","1750266077602","-1"
"9033","1750266077602","1"
"9033","1750266078602","-1"
"9043","1750266078602","1"
"9043","1750266079602","-1"
"9053","1750266079602","1"
"9053","1750266080602","-1"
"9063","1750266080602","1"
"9063","1750266081602","-1"
"9073","1750266081602","1"
"9073","1750266082602","-1"
"9083","1750266082602","1"
"9083","1750266083602","-1"
"9092","1750266083602","1"
"9092","1750266084602","-1"
"9102","1750266084602","1"
"9102","1750266085602","-1"
"9112","1750266085602","1"
"9112","1750266086602","-1"
"9122","1750266086602","1"
"9122","1750266087602","-1"
"9132","1750266087602","1"
"9132","1750266088602","-1"
"9142","1750266088602","1"
"9142","1750266089602","-1"
"9152","1750266089602","1"
"9152","1750266090602","-1"
"9162","1750266090602","1"
"9162","1750266091602","-1"
"9172","1750266091602","1"
"9172","1750266092602","-1"
"9182","1750266092602","1"
"9182","1750266093602","-1"
"9192","1750266093602","1"
"9192","1750266094602","-1"
"9202","1750266094602","1"
"9202","1750266095602","-1"
"9212","1750266095602","1"
"9212","1750266096602","-1"
"9222","1750266096602","1"
"9222","1750266097602","-1"
"9232","1750266097602","1"
"9232","1750266098602","-1"
"9242","1750266098602","1"
"9242","1750266099602","-1"
"9252","1750266099602","1"
"9252","1750266100602","-1"
"9262","1750266100602","1"
"9262","1750266101602","-1"
"9272","1750266101602","1"
"9272","1750266102602","-1"
"9282","1750266102602","1"
"9282","1750266103602","-1"
"9291","1750266103602","1"
"9291","1750266104602","-1"
"9301","1750266104602","1"
"9301","1750266105602","-1"
"9311","1750266105602","1"
"9311","1750266106602","-1"
"9321","1750266106602","1"
"9321","1750266107602","-1"
"9331","1750266107602","1"
"9331","1750266108602","-1"
"9341","1750266108602","1"
"9341","1750266109602","-1"
"9351","1750266109602","1"
"9351","1750266110602","-1"
"9361","1750266110602","1"
"9361","1750266111602","-1"
"9371","1750266111602","1"
"9371","1750266112602","-1"
"9381","1750266112602","1"
"9381","1750266113602","-1"
"9391","1750266113602","1"
"9391","1750266114602","-1"
"9401","1750266114602","1"
"9401","1750266115604","-1"
"9411","1750266115604","1"
"9411","1750266116602","-1"
"9421","1750266116602","1"
"9421","1750266117602","-1"
"9431","1750266117602","1"
"9431","1750266118602","-1"
"9441","1750266118602","1"
"9441","1750266119602","-1"
"9451","1750266119602","1"
"9451","1750266120602","-1"
"9461","1750266120602","1"
"9461","1750266121602","-1"
"9471","1750266121602","1"
"9471","1750266122602","-1"
"9481","1750266122602","1"
"9481","1750266123602","-1"
"9491","1750266123602","1"
"9491","1750266124602","-1"
"9501","1750266124602","1"
"9501","1750266125602","-1"
"9510","1750266125602","1"
"9510","1750266126602","-1"
"9520","1750266126602","1"
"9520","1750266127602","-1"
"9530","1750266127602","1"
"9530","1750266128602","-1"
"9540","1750266128602","1"
"9540","1750266129602","-1"
"9550","1750266129602","1"
"9550","1750266130602","-1"
"9560","1750266130602","1"
"9560","1750266131602","-1"
"9570","1750266131602","1"
"9570","1750266132602","-1"
"9580","1750266132602","1"
"9580","1750266133602","-1"
"9590","1750266133602","1"
"9590","1750266134602","-1"
"9600","1750266134602","1"
"9600","1750266135602","-1"
"9610","1750266135602","1"
"9610","1750266136602","-1"
"9620","1750266136602","1"
"9620","1750266137602","-1"
"9630","1750266137602","1"
"9630","1750266138602","-1"
"9640","1750266138602","1"
"9640","1750266139602","-1"
"9650","1750266139602","1"
"9650","1750266140602","-1"
"9660","1750266140602","1"
"9660","1750266141602","-1"
"9670","1750266141602","1"
"9670","1750266142602","-1"
"9680","1750266142602","1"
"9680","1750266143602","-1"
"9690","1750266143602","1"
"9690","1750266144602","-1"
"9700","1750266144602","1"
"9700","1750266145602","-1"
"9709","1750266145602","1"
"9709","1750266146602","-1"
"9719","1750266146602","1"
"9719","1750266147602","-1"
"9729","1750266147602","1"
"9729","1750266148602","-1"
"9739","1750266148602","1"
"9739","1750266149602","-1"
"9749","1750266149602","1"
"9749","1750266150602","-1"
"9759","1750266150602","1"
"9759","1750266151602","-1"
"9769","1750266151602","1"
"9769","1750266152602","-1"
"9779","1750266152602","1"
"9779","1750266153602","-1"
"9789","1750266153602","1"
"9789","1750266154602","-1"
"9799","1750266154602","1"
"9799","1750266155602","-1"
"9809","1750266155602","1"
"9809","1750266156602","-1"
"9819","1750266156602","1"
"9819","1750266157602","-1"
"9829","1750266157602","1"
"9829","1750266158602","-1"
"9839","1750266158602","1"
"9839","1750266159602","-1"
"9849","1750266159602","1"
"9849","1750266160602","-1"
"9859","1750266160602","1"
"9859","1750266161602","-1"
"9869","1750266161602","1"
"9869","1750266162602","-1"
"9879","1750266162602","1"
"9879","1750266163602","-1"
"9889","1750266163602","1"
"9889","1750266164602","-1"
"9898","1750266164602","1"
"9898","1750266165602","-1"
"9908","1750266165602","1"
"9908","1750266166602","-1"
"9918","1750266166602","1"
"9918","1750266167602","-1"
"9928","1750266167602","1"
"9928","1750266168602","-1"
"9938","1750266168602","1"
"9938","1750266169602","-1"
"9948","1750266169602","1"
"9948","1750266170602","-1"
"9958","1750266170602","1"
"9958","1750266171602","-1"
"9968","1750266171602","1"
"9968","1750266172602","-1"
"9978","1750266172602","1"
"9978","1750266173602","-1"
"9988","1750266173602","1"
"9988","1750266174602","-1"
"9998","1750266174602","1"
"9998","1750266175602","-1"
"10008","1750266175602","1"
"10008","1750266176602","-1"
"10018","1750266176602","1"
"10018","1750266177602","-1"
"10028","1750266177602","1"
"10028","1750266178602","-1"
"10038","1750266178602","1"
"10038","1750266179602","-1"
"10048","1750266179602","1"
"10048","1750266180602","-1"
"10058","1750266180602","1"
"10058","1750266181602","-1"
"10068","1750266181602","1"
"10068","1750266182602","-1"
"10078","1750266182602","1"
"10078","1750266183602","-1"
"10088","1750266183602","1"
"10088","1750266184602","-1"
"10098","1750266184602","1"
"10098","1750266185602","-1"
"10107","1750266185602","1"
"10107","1750266186602","-1"
"10117","1750266186602","1"
"10117","1750266187602","-1"
"10127","1750266187602","1"
"10127","1750266188602","-1"
"10137","1750266188602","1"
"10137","1750266189602","-1"
"10147","1750266189602","1"
"10147","1750266190602","-1"
"10157","1750266190602","1"
"10157","1750266191602","-1"
"10167","1750266191602","1"
"10167","1750266192602","-1"
"10177","1750266192602","1"
"10177","1750266193602","-1"
"10187","1750266193602","1"
"10187","1750266194602","-1"
"10197","1750266194602","1"
"10197","1750266195602","-1"
"10207","1750266195602","1"
"10207","1750266196602","-1"
"10217","1750266196602","1"
"10217","1750266197602","-1"
"10227","1750266197602","1"
"10227","1750266198602","-1"
"10237","1750266198602","1"
"10237","1750266199602","-1"
"10247","1750266199602","1"
"10247","1750266200602","-1"
"10257","1750266200602","1"
"10257","1750266201602","-1"
"10267","1750266201602","1"
"10267","1750266202602","-1"
"10277","1750266202602","1"
"10277","1750266203602","-1"
"10287","1750266203602","1"
"10287","1750266204602","-1"
"10297","1750266204602","1"
"10297","1750266205602","-1"
"10306","1750266205602","1"
"10306","1750266206602","-1"
"10316","1750266206602","1"
"10316","1750266207602","-1"
"10326","1750266207602","1"
"10326","1750266208602","-1"
"10336","1750266208602","1"
"10336","1750266209602","-1"
"10346","1750266209602","1"
"10346","1750266210602","-1"
"10356","1750266210602","1"
"10356","1750266211602","-1"
"10366","1750266211602","1"
"10366","1750266212602","-1"
